Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-09-14,154.63,160.47,154.63,158.52,5632
2018-09-17,155.59,159.51,155.11,159.51,5958
2018-09-18,159.51,163.89,158.52,159.98,8517
2018-09-19,159.98,161.94,159.01,161.94,1316
2018-09-20,160.96,162.92,159.51,161.94,7572
2018-09-21,162.92,165.84,159.51,165.84,1079
2018-09-24,166.82,166.82,165.84,165.84,144
2018-09-25,162.42,165.36,159.51,164.86,99
2018-09-26,164.86,164.86,164.38,164.38,227
2018-09-27,164.38,164.38,159.01,162.92,2157
2018-09-28,160.47,162.92,160.47,162.92,168
2018-10-01,161.45,164.38,161.45,164.38,448
2018-10-02,164.38,165.84,164.38,165.84,187
2018-10-03,165.84,165.84,162.92,163.89,701
2018-10-04,165.84,165.84,162.92,165.36,81
2018-10-05,165.84,165.84,158.52,165.36,2165
2018-10-08,165.84,165.84,161.94,164.86,29
2018-10-09,164.86,164.86,163.89,164.86,104
2018-10-10,162.92,163.89,157.55,160.96,486
2018-10-11,159.98,165.36,156.57,165.36,1007
2018-10-12,165.84,165.84,160.96,160.96,3779
2018-10-15,159.98,159.98,157.07,158.52,206
2018-10-16,158.52,160.96,156.08,157.55,1585
2018-10-17,161.94,161.94,159.98,161.45,243
2018-10-18,160.96,160.96,159.01,160.47,3346
2018-10-19,161.45,163.89,161.45,163.89,46
2018-10-22,163.89,163.89,159.98,161.45,1086
2018-10-23,161.45,165.84,157.55,164.86,469
2018-10-24,162.92,164.86,162.92,164.86,583
2018-10-25,162.92,165.84,158.03,165.84,1611
2018-10-26,159.01,169.74,159.01,163.4,1307
2018-10-29,162.42,165.36,161.45,164.38,1837
2018-10-30,162.42,162.42,159.01,159.51,1171
2018-10-31,160.47,164.38,160.47,163.89,583
2018-11-02,163.89,165.84,162.92,165.36,2673
2018-11-05,165.84,165.84,163.89,164.86,5966
2018-11-06,164.38,165.84,164.38,165.84,9794
2018-11-07,165.84,166.82,163.89,165.84,15624
2018-11-08,165.84,165.84,164.38,165.84,10332
2018-11-09,165.84,165.84,164.86,165.84,5152
2018-11-13,165.84,166.82,163.4,166.82,4576
2018-11-14,166.82,166.82,164.38,164.38,3326
2018-11-15,166.82,166.82,165.84,166.82,2617
2018-11-16,166.82,166.82,161.94,164.38,2627
2018-11-19,165.84,170.71,164.86,164.86,1339
2018-11-20,160.96,161.94,153.16,154.13,16582
2018-11-21,154.63,161.94,154.63,159.51,1020
2018-11-22,160.47,160.47,155.11,157.07,1696
2018-11-23,156.08,158.52,156.08,157.07,5715
2018-11-26,157.07,158.52,155.11,155.59,1072
2018-11-27,156.57,156.57,155.59,155.59,58
2018-11-28,155.59,156.08,155.59,155.59,424
2018-11-29,155.59,157.55,153.16,157.55,3661
2018-11-30,157.55,157.55,153.16,153.16,715
2018-12-03,153.16,156.08,153.16,153.64,1397
2018-12-04,155.59,156.08,153.64,156.08,1280
2018-12-05,155.11,157.07,155.11,156.08,171
2018-12-06,157.07,157.07,155.11,156.08,2257
2018-12-07,156.08,156.57,155.59,156.57,1468
2018-12-10,157.07,157.07,154.13,155.59,655
2018-12-11,156.57,156.57,154.13,154.13,848
2018-12-12,153.16,155.59,150.23,151.2,1273
2018-12-13,149.25,156.08,146.33,156.08,1223
2018-12-14,151.2,153.64,150.23,151.2,1405
2018-12-17,150.72,151.2,148.28,149.25,618
